beta,ctprime,yaw,ct,an,dPstar,us,A4,u4,v4
0.005,6.7,0.6108652381980153,1.0792084136208082,0.5100511524485775,0.006899771345233356,1.006876130758132,1.764436257278162,0.22746222676765993,-0.15475212899117247
0.005,6.7,0.7853981633974483,1.0141471719890018,0.4497904952645815,0.004572363655801169,1.004561957925743,1.2955382659957952,0.3003051952143299,-0.17927758560864124
0.005,7.800000000000001,-0.7853981633974483,1.0478437381915584,0.48165852800728065,0.0050106537616702715,1.0049981629452565,1.3593610508436047,0.2696287123946301,0.18523435322477697
0.005,7.800000000000001,-0.6108652381980153,1.1040815922289944,0.5407081238136369,0.00748191204676844,1.0074541300195938,1.8532415795262336,0.2030117840313802,0.15831879627787399
0.005,7.800000000000001,-0.4363323129985824,1.136344771148612,0.5788546148502415,0.00980589128425055,1.0097582792770263,2.3107938259259377,0.16517585331219667,0.12006001298023966
0.005,7.800000000000001,-0.2617993877991494,1.1555351331583414,0.6015255335815475,0.011585409181952359,1.0115190647555483,2.6580910088127525,0.14480195814125435,0.07476862493575799
0.005,7.800000000000001,-0.08726646259971647,1.1648282325478938,0.6120824601948489,0.012544440582028304,1.0124667308924762,2.844328103468154,0.1358638616514568,0.025380367444804642
0.005,7.800000000000001,0.08726646259971647,1.164828232547874,0.6120824601948522,0.012544440582025645,1.0124667308924735,2.8443281034676513,0.1358638616515038,-0.0253803674448042
0.005,7.800000000000001,0.2617993877991494,1.155535133158342,0.6015255335815474,0.011585409181951155,1.0115190647555472,2.6580910088125274,0.1448019581412582,-0.074768624935758
0.005,7.800000000000001,0.4363323129985824,1.1363447711486099,0.5788546148502419,0.009805891284250403,1.009758279277026,2.310793825925921,0.16517585331220222,-0.12006001298023945
0.005,7.800000000000001,0.6108652381980153,1.1040815922289968,0.5407081238136364,0.00748191204676869,1.007454130019594,1.8532415795262869,0.20301178403137596,-0.15831879627787435
0.005,7.800000000000001,0.7853981633974483,1.0478437381915717,0.48165852800727743,0.005010653761670927,1.0049981629452571,1.359361050843732,0.2696287123946067,-0.18523435322477927
0.005,8.9,-0.7853981633974483,1.0738923093853672,0.5087524916413094,0.005393479046702798,1.0053790121607897,1.415552601907637,0.24539140681557492,0.18983913355761772
0.005,8.9,-0.6108652381980153,1.1231596561759878,0.5663281577665152,0.007972896733272828,1.0079413641013775,1.9282034308824036,0.18423532000018403,0.16105447826067248
0.005,8.9,-0.4363323129985824,1.1518797297584977,0.6030526992237246,0.010359375428373355,1.0103062658701407,2.396312573658185,0.15012917826911928,0.12170135232349452
0.005,8.9,-0.2617993877991494,1.1693878027301976,0.624732893701266,0.012167954374117256,1.012094812133833,2.748203612777185,0.13189714008132628,0.07566495861361469
0.005,8.9,-0.08726646259971647,1.1780087677895645,0.634796415012947,0.013137274775604788,1.0130520961684313,2.9359132876316383,0.12391846839560983,0.02566755727942122
0.005,8.9,0.08726646259971647,1.178008767792214,0.6347964150125364,0.013137274775622532,1.013052096168449,2.93591328763186,0.12391846839119643,-0.025667557279478295
0.005,8.9,0.2617993877991494,1.1693878027387257,0.6247328936998976,0.01216795437400918,1.0120948121337268,2.748203612747788,0.1318971400691254,-0.07566495861415018
0.005,8.9,0.4363323129985824,1.1518797297597076,0.6030526992235161,0.01035937542827645,1.0103062658700448,2.3963125736384647,0.15012917826904668,-0.12170135232359879
0.005,8.9,0.6108652381980153,1.1231596561759905,0.5663281577665148,0.007972896733273095,1.007941364101378,1.9282034308824556,0.18423532000018028,-0.1610544782606728
0.005,8.9,0.7853981633974483,1.0738923093853685,0.5087524916413091,0.0053934790467028305,1.00537901216079,1.4155526019076574,0.2453914068155718,-0.18983913355761795
0.005,10.0,-0.7853981633974483,1.0946189761930658,0.5321070686165337,0.005730014479235184,1.0057136913448435,1.465216737283958,0.22580295200281453,0.19350312522041474
0.005,10.0,-0.6108652381980153,1.1383530612162067,0.5881169021794783,0.008390891311216255,1.0083559801094217,1.991946240296701,0.1693795117323843,0.16323312304042484
0.005,10.0,-0.4363323129985824,1.1643898747492414,0.6234926153805589,0.010820086460938395,1.010762174263498,2.4671149067865454,0.13831199102030228,0.12302310621390923
0.005,10.0,-0.2617993877991494,1.1806580875425028,0.6442717997716305,0.01264584644284818,1.0125668831665489,2.8215259062164093,0.12178058141044719,0.07639419970145966
0.005,10.0,-0.08726646259971647,1.1887918624353528,0.6538943525654372,0.013620068395918518,1.0135285574625101,3.009782094411575,0.11455600453389188,0.025902509434900665
0.005,10.0,0.08726646259971647,1.1887918624353575,0.6538943525654365,0.01362006839591823,1.01352855746251,3.0097820944115257,0.11455600453388594,-0.025902509434900765
0.005,10.0,0.2617993877991494,1.1806580875525998,0.6442717997701094,0.012645846442735304,1.012566883166438,2.8215259061835236,0.12178058139497772,-0.07639419970209602
0.005,10.0,0.4363323129985824,1.1643898747492467,0.623492615380558,0.010820086460935961,1.0107621742634956,2.4671149067860667,0.13831199102030423,-0.12302310621390976
0.005,10.0,0.6108652381980153,1.1383530612162036,0.588116902179479,0.008390891311215586,1.008355980109421,1.9919462402965582,0.16937951173239327,-0.16323312304042423
0.005,10.0,0.7853981633974483,1.0946189761930658,0.5321070686165337,0.005730014479235184,1.0057136913448435,1.465216737283958,0.22580295200281453,-0.19350312522041474
0.04888888888888889,0.1,-0.7853981633974483,0.048666924924053584,0.013420809827679526,0.0008605693572230016,1.0008601993857402,0.7145971270281452,0.9762379516498052,0.008603178156615958
0.04888888888888889,0.1,-0.6108652381980153,0.06482029856279796,0.017141508584683954,0.001338383345294199,1.0013374889070508,0.8313563403058201,0.9684301465672998,0.00929484896368852
0.04888888888888889,0.1,-0.4363323129985824,0.07887251994006958,0.020087840431226106,0.0018143109754793472,1.0018126680926558,0.923505313831687,0.9616642237715844,0.008333241809767383
0.04888888888888889,0.1,-0.2617993877991494,0.08922579791209548,0.022084247093471964,0.0021986974270779645,1.002196285591873,0.9873496034264387,0.9566966739941543,0.005773333953528513
0.04888888888888889,0.1,-0.08726646259971647,0.09471196439994878,0.023081810016287743,0.002413565277771366,1.002410659637794,1.0200506734508716,0.9540709561409879,0.0020636729010984744
0.04888888888888889,0.1,0.08726646259971647,0.09471196439993446,0.023081810016361646,0.0024135652777708483,1.0024106596377935,1.0200506734507873,0.9540709561409949,-0.002063672901098162
0.04888888888888889,0.1,0.2617993877991494,0.08922579791209548,0.022084247093471964,0.0021986974270779645,1.002196285591873,0.9873496034264387,0.9566966739941543,-0.005773333953528513
0.04888888888888889,0.1,0.4363323129985824,0.07887251994000435,0.020087840431631337,0.0018143109754766807,1.0018126680926531,0.923505313831278,0.9616642237716152,-0.00833324180976085
0.04888888888888889,0.1,0.6108652381980153,0.06482029856279796,0.017141508584683954,0.001338383345294199,1.0013374889070508,0.8313563403058201,0.9684301465672998,-0.00929484896368852
0.04888888888888889,0.1,0.7853981633974483,0.04866692492408894,0.013420809827321281,0.0008605693572245331,1.0008601993857418,0.7145971270284173,0.9762379516497887,-0.008603178156622515
0.04888888888888889,1.2000000000000002,-0.7853981633974483,0.44744615246525865,0.13643553370805175,0.010031809391234369,1.0099819893356854,0.8067563118219566,0.7568980634853038,0.07909805215614364
0.04888888888888889,1.2000000000000002,-0.6108652381980153,0.5565497659598234,0.1686251934642799,0.015628550478090315,1.0155082968426192,0.9829929879339497,0.692804913869299,0.07980595785271218
0.04888888888888889,1.2000000000000002,-0.4363323129985824,0.6416857138003428,0.19314619627754062,0.021404996280571558,1.0211806855601722,1.140345873481571,0.6412597285793288,0.06779702523753361
0.04888888888888889,1.2000000000000002,-0.2617993877991494,0.6997863845457488,0.20941541331044478,0.026166619310153547,1.0258329486913695,1.2595104257422889,0.606303889349916,0.045279510955962714
0.04888888888888889,1.2000000000000002,-0.08726646259971647,0.7292337570097078,0.217474437935569,0.02886988482793023,1.0284647634501392,1.324091660146576,0.5887415787978809,0.015889227432183697
0.04888888888888889,1.2000000000000002,0.08726646259971647,0.7292337570097078,0.217474437935569,0.02886988482793023,1.0284647634501392,1.324091660146576,0.5887415787978809,-0.015889227432183697
0.04888888888888889,1.2000000000000002,0.2617993877991494,0.6997863845457488,0.20941541331044478,0.026166619310153547,1.0258329486913695,1.2595104257422889,0.606303889349916,-0.045279510955962714
0.04888888888888889,1.2000000000000002,0.4363323129985824,0.6416857138003428,0.19314619627754062,0.021404996280571558,1.0211806855601722,1.140345873481571,0.6412597285793288,-0.06779702523753361
0.04888888888888889,1.2000000000000002,0.6108652381980153,0.5565497659598211,0.1686251934642818,0.015628550478090173,1.015508296842619,0.9829929879339452,0.6928049138693005,-0.0798059578527118
0.04888888888888889,1.2000000000000002,0.7853981633974483,0.4474461524652585,0.13643553370805186,0.010031809391234381,1.0099819893356854,0.8067563118219565,0.7568980634853038,-0.07909805215614364
0.04888888888888889,2.3000000000000003,-0.7853981633974483,0.6857860922393224,0.22777222765428895,0.01843488140970598,1.018268021112023,0.9032116728004121,0.6045620433223827,0.12123099906672337
0.04888888888888889,2.3000000000000003,-0.6108652381980153,0.8129004636041802,0.27424464630673306,0.028806583042641044,1.0284032118216848,1.1430135137159827,0.5201198188516893,0.1165651377553049
0.04888888888888889,2.3000000000000003,-0.4363323129985824,0.9048193251343862,0.3079438946818171,0.03913106813482111,1.038394017832132,1.3603198747064746,0.46107966882539886,0.09559829259441968
0.04888888888888889,2.3000000000000003,-0.2617993877991494,0.9648077625423711,0.32947851465930644,0.04746401700971016,1.0463880895772795,1.5257449154529628,0.4244969217302405,0.0624276559519342
0.04888888888888889,2.3000000000000003,-0.08726646259971647,0.9945968104349381,0.339891405762268,0.0521106192016775,1.0508193176679343,1.6150090662961574,0.4071783228249194,0.021671205937137963
0.04888888888888889,2.3000000000000003,0.08726646259971647,0.9945968104349381,0.339891405762268,0.0521106192016775,1.0508193176679343,1.6150090662961574,0.4071783228249194,-0.021671205937137963
0.04888888888888889,2.3000000000000003,0.2617993877991494,0.9648077625423711,0.32947851465930644,0.04746401700971016,1.0463880895772795,1.5257449154529628,0.4244969217302405,-0.0624276559519342
0.04888888888888889,2.3000000000000003,0.4363323129985824,0.9048193251343862,0.3079438946818171,0.03913106813482111,1.038394017832132,1.3603198747064746,0.46107966882539886,-0.09559829259441968
0.04888888888888889,2.3000000000000003,0.6108652381980153,0.8129004636041802,0.27424464630673306,0.028806583042641044,1.0284032118216848,1.1430135137159827,0.5201198188516893,-0.1165651377553049
0.04888888888888889,2.3000000000000003,0.7853981633974483,0.6857860922393224,0.22777222765428895,0.01843488140970598,1.018268021112023,0.9032116728004121,0.6045620433223827,-0.12123099906672337
0.04888888888888889,3.4000000000000004,-0.7853981633974483,0.8370987705115386,0.2982799408044719,0.026022918343996043,1.0256928568962531,0.9961332135096551,0.49811712491962973,0.14797955428794743
0.04888888888888889,3.4000000000000004,-0.6108652381980153,0.9602455658035522,0.3512353510412936,0.039957919975561584,1.0391899922300647,1.282778294495706,0.4142858440445116,0.13769355741387368
0.04888888888888889,3.4000000000000004,-0.4363323129985824,1.045949584920562,0.38801580545895065,0.053585242649713025,1.052221690184612,1.5422766817805909,0.359628105467265,0.11050934886190167
0.04888888888888889,3.4000000000000004,-0.2617993877991494,1.1015085150299326,0.4107349372428341,0.06421996614118322,1.062280533702115,1.7350467147852806,0.3280524597996183,0.0712728455080861
0.04888888888888889,3.4000000000000004,-0.08726646259971647,1.1292738885154736,0.42148322218586654,0.06995872779841043,1.0676691695450582,1.8362031114496375,0.31386252601545345,0.024605676129776308
0.04888888888888889,3.4000000000000004,0.08726646259971647,1.1292738885154736,0.42148322218586654,0.06995872779841043,1.0676691695450582,1.8362031114496375,0.31386252601545345,-0.024605676129776308
0.04888888888888889,3.4000000000000004,0.2617993877991494,1.1015085150299309,0.41073493724283466,0.06421996614118257,1.0622805337021144,1.7350467147852722,0.3280524597996181,-0.07127284550808596
0.04888888888888889,3.4000000000000004,0.4363323129985824,1.045949584920562,0.38801580545895065,0.053585242649713025,1.052221690184612,1.5422766817805909,0.359628105467265,-0.11050934886190167
0.04888888888888889,3.4000000000000004,0.6108652381980153,0.9602455658035611,0.3512353510412907,0.039957919975562896,1.039189992230066,1.2827782944957342,0.41428584404450397,-0.13769355741387487
0.04888888888888889,3.4000000000000004,0.7853981633974483,0.8370987705115386,0.2982799408044719,0.026022918343996043,1.0256928568962531,0.9961332135096551,0.49811712491962973,-0.14797955428794743
0.04888888888888889,4.5,-0.7853981633974483,0.9390151402931566,0.35398137615660497,0.0325050931357797,1.0319933072804102,1.0767634827292227,0.4242381516642101,0.16599599333453133
0.04888888888888889,4.5,-0.6108652381980153,1.0530351843834393,0.4094581709914435,0.04932914120546208,1.048169014238585,1.4015095063829626,0.34515894776458084,0.1509990421026746
0.04888888888888889,4.5,-0.4363323129985824,1.1323367663993082,0.4465150248503093,0.06493739582665334,1.0629556865898664,1.6833793905744625,0.297988525838002,0.11963654898019094
0.04888888888888889,4.5,-0.2617993877991494,1.1842788865102705,0.4688991966334609,0.07687553870752585,1.0741280544802387,1.8892157527907494,0.2715433547759504,0.07662848263549979
0.04888888888888889,4.5,-0.08726646259971647,1.2104268679229269,0.47938246125057754,0.08332555714498174,1.0801162503591422,1.9973571507268026,0.25966133893592874,0.026373913178889305
0.04888888888888889,4.5,0.08726646259971647,1.2104268679229269,0.47938246125057754,0.08332555714498174,1.0801162503591422,1.9973571507268026,0.25966133893592874,-0.026373913178889305
0.04888888888888889,4.5,0.2617993877991494,1.1842788865102705,0.4688991966334609,0.07687553870752585,1.0741280544802387,1.8892157527907494,0.2715433547759504,-0.07662848263549979
0.04888888888888889,4.5,0.4363323129985824,1.1323367663993096,0.44651502485030903,0.06493739582665331,1.0629556865898664,1.6833793905744665,0.29798852583799945,-0.11963654898019103
0.04888888888888889,4.5,0.6108652381980153,1.0530351843834382,0.4094581709914439,0.04932914120546178,1.0481690142385849,1.4015095063829568,0.34515894776458195,-0.15099904210267437
0.04888888888888889,4.5,0.7853981633974483,0.9390151402931566,0.35398137615660497,0.0325050931357797,1.0319933072804102,1.0767634827292227,0.4242381516642101,-0.16599599333453133
0.04888888888888889,5.6,-0.7853981633974483,1.0110793339086563,0.39908423043638275,0.03819707330300235,1.0374941670232734,1.148765744963476,0.3698853463032089,0.17873526333241443
0.04888888888888889,5.6,-0.6108652381980153,1.1167735433953794,0.45483994646796394,0.056889340006366085,1.0553571338696384,1.4960565793819454,0.2984973819193896,0.1601387473080173
0.04888888888888889,5.6,-0.4363323129985824,1.1908624969039392,0.4911836194907081,0.07394223391575995,1.0713937034706393,1.7934303641290485,0.25712972068953444,0.1258200596034357
0.04888888888888889,5.6,-0.2617993877991494,1.2401084057970009,0.5128171025020088,0.08683701047642085,1.0833623682558153,2.0083048454122494,0.23431828285242642,0.08024091835299739
0.04888888888888889,5.6,-0.08726646259971647,1.2651960271051705,0.5228656646279027,0.09373807788480785,1.0897137953459084,2.120165506164208,0.22418942913062098,0.027567274865919443
0.04888888888888889,5.6,0.08726646259971647,1.2651960271051699,0.5228656646279028,0.09373807788480797,1.0897137953459084,2.1201655061642066,0.22418942913062231,-0.02756727486591944
0.04888888888888889,5.6,0.2617993877991494,1.2401084057970009,0.5128171025020088,0.08683701047642085,1.0833623682558153,2.0083048454122494,0.23431828285242642,-0.08024091835299739
0.04888888888888889,5.6,0.4363323129985824,1.1908624969039392,0.4911836194907081,0.07394223391575995,1.0713937034706393,1.7934303641290485,0.25712972068953444,-0.1258200596034357
0.04888888888888889,5.6,0.6108652381980153,1.1167735433953794,0.45483994646796394,0.056889340006366085,1.0553571338696384,1.4960565793819454,0.2984973819193896,-0.1601387473080173
0.04888888888888889,5.6,0.7853981633974483,1.0110793339086561,0.3990842304363829,0.03819707330300227,1.0374941670232731,1.1487657449634745,0.3698853463032093,-0.17873526333241435
0.04888888888888889,6.7,-0.7853981633974483,1.0644149225322082,0.4363194186679762,0.043151962181340285,1.0422590485873255,1.2117639979913093,0.32892738369553,0.18816375242948236
0.04888888888888889,6.7,-0.6108652381980153,1.1632864282543653,0.4913238098369422,0.06316669583012746,1.0612885524973295,1.5738534253370722,0.26475346087263274,0.16680842099324752
0.04888888888888889,6.7,-0.4363323129985824,1.233369062690997,0.526594376590047,0.08130430030548477,1.0782432937940003,1.8822117641510236,0.22795054799437336,0.13031107233980083
0.04888888888888889,6.7,-0.2617993877991494,1.2807693127629354,0.5473585959900321,0.09484150461661107,1.0907259093044739,2.1022469893980182,0.20797652360932434,0.08287187263143526
